name,create_dttm,pid,gender,age,short_nm,education_level_code,speciality,semester_cnt,subcide_rate,semester_cost_amt,initial_approved_amt,initial_term,utm_source,marketing_flg,approve_dttm,approve_flg,reject_reason,util_dttm,util_flg,score
Леонид Федосьевич Кулагин,2024-05-21,e3a5e875-9699-4f1e-9640-0dd25b952256,M,19,Московский государственный университет имени М.В. Ломоносова (МГУ),BACHELOR,Прикладная математика,2,4.0,350000,1575000.0,6,social_media,0,2024-08-16,1,,2024-06-17,1,0.67
Лукин Ростислав Гурьевич,2024-06-09,1cc80b2e-1834-46ed-a7a1-a2461d430d7,M,19,Российский государственный университет нефти и газа имени И.М. Губкина,BACHELOR,Химия,4,4.2,170000,1360000.0,8,bank,1,2024-07-16,1,,2024-07-03,1,0.68
Марк Владленович Лебедев,2024-07-20,0200c685-5245-47fd-8192-980268020f48,M,18,Московский физико-технический институт (МФТИ),BACHELOR,Прикладная математика,1,4.0,200000,300000.0,2,social_media,0,2024-09-06,1,,2024-07-21,1,0.62
Карпова Тамара Борисовна,2024-05-10,2c863839-bc41-450b-a5df-4ff00442536,F,19,Томский государственный университет (ТГУ),BACHELOR,Биотехнология,2,3.2,220000,880000.0,8,social_media,1,2024-08-25,1,,2024-06-21,1,0.65
Лукия Павловна Жукова,2024-07-17,0d79613c-f797-487b-94af-673049d1e416,F,19,Московский государственный университет имени М.В. Ломоносова (МГУ),BACHELOR,Информатика и вычислительная техника,2,4.6,450000,1350000.0,4,bank,0,2024-09-05,1,,2024-08-29,1,0.73
Беляков Вацлав Аксёнович,2024-06-26,28f07187-ef21-4fa7-b056-09138bb1cce,M,16,Санкт-Петербургский государственный университет (СПбГУ),BACHELOR,Физика,2,3.3,265000,795000.0,4,social_media,1,,0,,2024-07-11,1,0.51
Пелагея Николаевна Крюкова,2024-06-06,5e7abab5-67f8-434e-8385-b8bbfe6be15a,F,17,Московский государственный университет имени М.В. Ломоносова (МГУ),BACHELOR,Механика,2,4.2,245000,882000.0,6,social_media,0,2024-09-14,1,,2024-06-24,1,0.56
Михайлов Азарий Жоресович,2024-05-20,fb2f8c0e-8b0e-46b0-890e-205d643e7d5,M,16,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),BACHELOR,Инженерия программного обеспечения,2,3.1,460000,1840000.0,8,bank,1,2024-09-05,1,,2024-08-29,1,0.64
Тихонов Клавдий Гертрудович,2024-06-22,1c005ab9-b30f-4daa-a0a3-99fd0e1d5dc9,M,22,Московский государственный университет имени М.В. Ломоносова (МГУ),MASTER,Химия,2,3.1,260000,1040000.0,4,social_media,0,2024-07-26,1,,2024-06-27,1,0.69
Наталья Кузьминична Громова,2024-05-10,a2b914f6-cd8f-47ae-ac6d-537d1d5c03ac,F,16,Московский государственный университет имени М.В. Ломоносова (МГУ),BACHELOR,Прикладная математика,3,3.3,300000,1920000.0,8,bank,0,2024-06-25,1,,2024-06-10,1,0.58
Волкова Зинаида Павловна,2024-07-02,2c40b5de-9cc0-4be9-9017-30c75d984e01,F,21,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),MASTER,Физика,1,3.8,415000,622500.0,2,website,0,2024-09-11,1,,2024-07-14,1,0.7
Мухин Иннокентий Гурьевич,2024-07-01,7a5fc975-c02b-407b-8439-72eb01a6ead3,M,15,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),BACHELOR,Автоматизация и управление,2,3.8,420000,1260000.0,4,social_media,0,,0,,2024-09-06,1,0.6
Родион Фёдорович Трофимов,2024-05-17,b67c7fa3-ac02-470a-9d09-f58e628285e3,M,16,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),BACHELOR,Химия,2,3.6,360000,1440000.0,8,bank,0,2024-08-05,1,,2024-07-13,1,0.64
Полякова Зинаида Павловна,2024-05-12,ae88aec0-be80-4af2-9492-7717a805cf9f,F,20,Московский государственный университет имени М.В. Ломоносова (МГУ),MASTER,Физика,1,3.8,265000,530000.0,4,social_media,0,2024-06-30,1,,2024-06-27,1,0.6
Станислав Теймуразович Хохлов,2024-08-08,70ba0834-3f80-47f6-905c-5d5ec19eba82,M,18,Красноярский государственный университет (КГУ),BACHELOR,Биотехнология,2,4.4,135000,405000.0,6,bank,0,2024-08-29,1,,2024-08-14,1,0.66
Наумова Ангелина Владиславовна,2024-06-19,185ffb39-ec19-4374-b767-c705bdfe573,F,16,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),BACHELOR,Автоматизация и управление,2,4.2,370000,1332000.0,4,bank,1,2024-09-03,1,,2024-08-05,1,0.67
Елизар Витальевич Сидоров,2024-05-09,ce3913eb-1438-4ee5-93a9-c3b1cfce04a,M,17,Санкт-Петербургский государственный университет (СПбГУ),BACHELOR,Кибернетика,1,4.0,360000,540000.0,2,website,1,2024-09-11,1,,2024-05-17,1,0.53
Радислав Тимурович Власов,2024-05-02,9e81aa36-3ddb-4f98-8af0-ad95179bb1b,M,16,Национальный исследовательский ядерный университет «МИФИ»,BACHELOR,Автоматизация и управление,3,4.0,210000,1260000.0,8,bank,1,2024-06-02,1,,2024-05-12,1,0.53
Олимпий Терентьевич Маслов,2024-06-06,2c3e70b4-c928-4c29-afe5-c862345aae6,M,15,Российский государственный университет нефти и газа имени И.М. Губкина,BACHELOR,Инженерия программного обеспечения,3,4.9,220000,1408000.0,8,website,1,2024-08-11,1,,2024-06-16,1,0.63
Жанна Игоревна Крылова,2024-05-28,adbb6248-72cb-4395-8db6-c93e2531b2d9,F,21,Московский государственный университет имени М.В. Ломоносова (МГУ),MASTER,Механика,1,3.4,245000,367500.0,2,website,0,2024-08-21,1,,2024-06-16,1,0.72
Полина Харитоновна Баранова,2024-05-03,0180a8c3-8f0d-4a16-9a98-db10ebd633a,F,19,Томский государственный университет (ТГУ),BACHELOR,Биотехнология,3,3.6,170000,1088000.0,8,social_media,1,2024-07-26,1,,2024-06-18,1,0.54
Евпраксия Владиславовна Медведева,2024-05-26,82d913d6-8022-4401-b95c-39794d66553e,F,17,Уральский федеральный университет имени первого Президента России Б.Н. Ельцина (УрФУ),BACHELOR,Информатика и вычислительная техника,4,3.9,270000,2160000.0,8,bank,0,2024-06-20,1,,2024-06-16,1,0.6
Шарапов Влас Ермилович,2024-05-01,553791ed-2660-43dd-9405-fe8ba2e70d19,M,19,Уральский федеральный университет имени первого Президента России Б.Н. Ельцина (УрФУ),BACHELOR,Автоматизация и управление,2,4.0,190000,570000.0,4,social_media,0,2024-06-20,1,,2024-05-27,1,0.67
Корнилов Андрон Филатович,2024-06-07,0a8ad4db-1519-41dc-9a5f-4c0becbf50f,M,21,Национальный исследовательский ядерный университет «МИФИ»,MASTER,Прикладная математика,1,4.9,240000,480000.0,4,social_media,1,2024-08-08,1,,2024-06-07,1,0.58
Евгений Глебович Павлов,2024-08-12,3e63a87c-f569-4c34-a1c5-55eed3f12910,M,21,Уральский федеральный университет имени первого Президента России Б.Н. Ельцина (УрФУ),MASTER,Прикладная математика,2,4.2,170000,680000.0,4,bank,0,2024-09-14,1,,2024-08-20,1,0.74
Любовь Ивановна Максимова,2024-05-18,5cb13725-b609-4ecb-92a6-fa36ca764c02,F,16,Московский физико-технический институт (МФТИ),SPECIALTY,Физика,1,4.0,165000,396000.0,4,website,0,2024-07-10,1,,2024-07-03,1,0.62
Ларионова Жанна Матвеевна,2024-08-25,b9dc2764-74a6-4219-92aa-11854130033,F,19,Томский государственный университет (ТГУ),BACHELOR,Физика,2,5.0,210000,1008000.0,8,social_media,1,,0,,2024-09-10,1,0.69
Кулаков Борислав Давыдович,2024-06-11,87eaa2aa-be1b-4b3f-a7fc-2d99f89f6e0,M,15,Санкт-Петербургский государственный университет (СПбГУ),BACHELOR,Информатика и вычислительная техника,2,4.9,350000,1575000.0,6,website,1,2024-07-08,1,,2024-07-08,1,0.64
Игнатьева Елизавета Леоновна,2024-07-17,68ab8549-6baa-4454-b882-9f6abf77e5f6,F,17,Пермский государственный национальный исследовательский университет (ПГНИУ),BACHELOR,Информатика и вычислительная техника,2,4.0,250000,1200000.0,8,social_media,0,2024-08-15,1,,2024-07-27,1,0.62
Натан Григорьевич Пономарев,2024-07-11,fdc38aa4-cb93-40bf-a322-185ef9f29b9,M,18,Дальневосточный федеральный университет (ДВФУ),BACHELOR,Информатика и вычислительная техника,4,4.0,290000,0.0,8,website,1,,0,Некорректные данные,,0,0.83
Селиверстов Зосима Валерьевич,2024-05-28,bdd45978-f711-4160-a9c5-c83bea2361d,M,16,Санкт-Петербургский государственный университет (СПбГУ),BACHELOR,Прикладная математика,2,4.0,350000,1400000.0,4,social_media,1,2024-09-14,1,,2024-08-14,1,0.51
Валерия Оскаровна Зимина,2024-05-23,72bf4a0c-5a4b-4c98-85d6-6fc5df49b116,F,15,Московский государственный университет имени М.В. Ломоносова (МГУ),BACHELOR,Прикладная математика,1,4.0,350000,840000.0,4,bank,0,,0,,2024-07-25,1,0.69
Руслан Валерьевич Мамонтов,2024-06-01,37587426-a4a4-4dd7-9967-3ee854799e5,M,19,Санкт-Петербургский государственный университет (СПбГУ),BACHELOR,Кибернетика,2,4.6,260000,1248000.0,6,social_media,1,2024-07-21,1,,2024-07-01,1,0.67
